gene
AT1G76650
AT1G66100
AT4G20190
AT4G24570
AT1G61810
AT3G45140
AT4G29780
AT1G19020
AT5G13930
AT3G26818
AT3G08860
AT2G38240
AT2G43510
AT5G05340
AT5G24290
AT1G13609
AT1G53903
AT4G01360
AT1G32650
AT5G48710
AT2G41240
AT1G45145
AT5G23830
AT1G52400
AT5G53820
AT5G13220
AT5G61890
AT3G01830
AT3G15720
AT1G53885
AT1G64210
AT4G37420
AT4G15440
AT3G28220
AT1G23850
AT1G16370
AT1G52890
AT3G56970
AT3G49570
AT1G11185
AT3G26840
AT2G43530
AT4G33150
AT5G41750
AT1G65880
AT2G22860
AT2G15390
AT1G43640
AT2G36640
AT5G19470
AT1G66390
AT5G56840
AT1G26762
AT1G47400
AT4G31110
AT3G28740
AT5G20230
AT5G45630
AT3G17690
AT1G06620
AT3G03325
AT2G06050
AT3G57460
AT2G32510
AT1G56650
AT3G44970
AT3G56980
AT4G10390
AT2G23910
AT1G07367
AT3G06655
AT5G59820
AT1G04980
AT1G30135
AT4G20860
AT3G25770
AT1G21240
AT1G13470
AT4G15765
AT3G61920
AT1G07135
AT3G09260
AT2G37260
AT1G27730
AT1G13608
AT4G15280
AT5G65300
AT5G10625
AT5G38710
AT3G07045
AT1G17380
AT1G19180
AT2G38500
AT4G06175
AT1G13607
AT1G06640
AT5G05305
AT4G29700
AT4G21920
AT5G67210
AT4G28556
AT3G14395
AT1G68600
AT1G66090
AT3G23240
AT1G09157
AT2G15760
AT3G44260
AT5G39670
AT4G14090
AT1G19380
AT3G04000
AT4G36950
AT1G19640
AT1G64200
AT3G19552
AT3G44860
AT3G49620
AT1G76994
AT1G78390
AT1G78340
AT1G66960
AT5G44390
AT5G67080
AT5G05995
AT4G33467
AT1G19670
AT4G33465
AT3G19550
AT3G49580
AT4G15670
AT5G42650
AT1G03940
AT2G17470
AT3G09270
AT2G18660
AT4G18980
AT4G34710
AT2G32030
AT5G41120
AT2G36080
AT1G52720
AT1G04803
AT2G03980
AT5G10300
AT5G02170
AT2G33380
AT2G30020
AT5G28646
AT2G14247
AT3G28210
AT1G32640
AT4G13860
AT1G77520
AT3G16460
AT1G32630
AT5G04330
AT2G23010
AT3G26815
AT3G09910
AT2G22880
AT1G32920
AT1G07985
AT1G07500
AT4G31800
AT4G01895
AT1G01680
AT5G10720
AT2G30760
AT3G55980
AT2G14560
AT2G39420
AT3G60970
AT5G39190
AT1G77885
AT2G42350
AT1G25400
AT3G00660
AT2G25735
AT1G35210
AT1G31550
AT3G50770
AT4G01080
AT4G36648
AT2G08650
AT3G51450
AT3G12220
AT1G01480
AT3G51440
AT3G60490
AT2G42760
AT1G66160
AT3G04640
AT2G26530
AT1G15010
AT5G17490
AT5G45340
AT5G52760
AT3G56710
AT2G17660
AT3G29000
AT1G30040
AT2G43535
AT2G32140
AT1G10530
AT1G21313
AT1G52000
AT5G57550
AT4G17490
AT4G02945
AT1G21100
AT5G08240
AT5G63970
AT1G20520
AT1G29290
AT1G70700
AT1G54575
AT2G30766
AT2G28210
AT2G17040
AT1G20515
AT5G23660
AT3G09525
AT3G15950
AT5G64510
AT5G05600
AT1G62420
AT5G44350
AT2G34070
AT1G14120
AT5G45810
AT2G43570
AT1G61800
AT3G05390
AT2G44220
AT5G63450
AT5G05250
AT3G08215
AT1G24140
AT2G34080
AT3G19580
AT1G21310
AT5G19230
AT5G27420
AT4G33970
AT1G10540
AT2G39210
AT3G10600
AT5G24420
AT5G03350
AT1G56150
AT5G61600
AT1G25500
AT2G37900
AT1G72520
AT2G44578
AT5G44050
AT3G04010
AT1G62440
AT1G34180
AT1G74950
AT1G03800
AT2G43550
AT4G24010
AT3G07195
AT5G16080
AT3G12145
AT2G27080
AT5G07322
AT1G22550
AT4G02320
AT1G05323
AT2G02810
AT3G57450
AT3G61190
AT5G56870
AT3G19970
AT1G78660
AT1G02920
AT2G44500
AT1G59590
AT5G53420
AT2G38750
AT2G37130
AT2G27310
AT4G18422
AT1G66760
AT3G08970
AT2G20142
AT3G27170
AT1G32690
AT2G47130
AT2G45760
AT4G04830
AT3G57157
AT1G09176
AT3G20395
AT4G15660
AT1G74930
AT2G38470
AT5G11930
AT1G45191
AT2G30540
AT2G23170
AT1G67070
AT1G62660
AT5G67480
AT2G04066
AT4G35180
AT1G25422
AT5G04150
AT5G01840
AT4G37260
AT4G15230
AT3G05145
AT1G14360
AT5G51060
AT3G47480
AT3G50260
AT2G38760
AT2G08965
AT1G24090
AT3G43270
AT4G11910
AT1G34580
AT5G47240
AT4G24350
AT2G41640
AT5G09440
AT5G50940
AT5G41740
AT3G63010
AT5G61412
AT5G67300
AT1G07743
AT1G67920
AT1G36370
AT5G24380
AT2G04450
AT5G06870
AT3G16690
AT1G09180
AT2G22200
AT3G50470
AT5G52750
AT2G44130
AT3G51970
AT1G72120
AT5G09980
AT4G07255
AT1G77420
AT5G09855
AT5G13550
AT4G14365
AT2G34930
AT5G63087
AT5G42020
AT1G27330
AT2G44450
AT1G33790
AT4G37370
AT4G32480
AT4G12410
AT2G04080
AT1G62370
AT3G21560
AT3G17120
AT5G24200
AT4G00670
AT1G17745
AT3G62930
AT1G07620
AT3G54990
AT2G26440
AT2G40750
AT4G28085
AT2G25820
AT1G16130
AT5G06320
AT4G15700
AT3G51240
AT3G51238
AT1G22340
AT2G34490
AT5G02535
AT1G17830
AT1G70810
AT5G42860
AT1G70690
AT2G32210
AT1G03495
AT3G02465
AT2G40000
AT5G01255
AT5G63160
AT4G28140
AT1G65060
AT3G14700
AT1G05317
AT1G09970
AT2G18196
AT2G00870
AT3G18250
AT1G21550
AT4G30460
AT4G27410
AT5G46871
AT3G53000
AT5G65280
AT1G12240
AT1G29330
AT3G50930
AT3G52400
AT1G51760
AT2G37025
AT1G60270
AT4G24380
AT3G19010
AT3G22740
AT5G61290
AT4G15680
AT1G75580
AT1G05675
AT2G23680
AT3G43930
AT1G05327
AT1G76070
AT5G16450
AT1G05550
AT1G14870
AT1G06002
AT1G06000
AT1G68620
AT4G29520
AT1G65040
AT1G50750
AT5G26920
AT5G24660
AT3G48350
AT5G16190
AT3G19030
AT4G19390
AT4G18500
AT4G22755
AT1G32928
AT2G37040
AT5G01815
AT3G60540
AT3G14050
AT1G20510
AT5G25250
AT1G09557
AT4G27570
AT3G23870
AT3G59050
AT4G27652
AT1G49450
AT1G17744
AT3G16860
AT3G02875
AT2G32680
AT3G06500
AT5G01850
AT4G17230
AT2G30770
AT5G49525
AT5G17000
AT5G61790
AT1G48500
AT5G28540
AT2G38790
AT3G63060
AT3G22910
AT3G46650
AT3G22240
AT3G00650
AT4G21910
AT5G03210
AT4G36570
AT1G32900
AT4G11000
AT4G36670
AT3G02510
AT4G18501
AT1G75220
AT3G19710
AT3G13900
AT4G17680
AT5G24160
AT1G61340
AT5G52390
AT2G30840
AT5G02940
AT1G78680
AT1G02610
AT2G33580
AT5G05270
AT3G50450
AT5G17050
AT1G17750
AT1G54040
AT4G23990
AT5G27520
AT3G55110
AT1G05077
AT3G56360
AT2G40140
AT5G57800
AT5G56550
AT1G52100
AT5G47910
AT5G54165
AT3G19700
AT1G11840
AT4G38470
AT5G66650
AT4G30530
AT3G28270
AT3G59710
AT1G24145
AT5G53450
AT2G36380
AT3G03385
AT1G73210
AT5G48960
AT4G36640
AT5G48880
AT5G49520
AT5G24470
AT5G67330
AT5G10695
AT4G37295
AT1G08920
AT1G77380
AT5G28010
AT4G23810
AT1G76600
AT4G27560
AT2G39050
AT2G04100
AT3G03190
AT3G53370
AT1G14130
AT3G61280
AT5G56760
AT1G50745
AT3G16410
AT5G03235
AT3G02020
AT5G54170
AT4G07705
AT4G39980
AT2G25460
AT3G01080
AT2G23810
AT1G44790
AT4G01480
AT2G41312
AT3G47640
AT3G10985
AT1G65620
AT3G22415
AT1G21520
AT5G43420
AT5G40210
AT1G69610
AT5G20400
AT4G29210
AT5G54390
AT5G59550
AT1G29300
AT4G21865
AT3G18610
AT3G03200
AT3G09490
AT3G55640
AT2G36650
AT2G30040
AT4G21390
AT2G22330
AT1G13970
AT1G75450
AT1G23020
AT1G29540
AT5G23020
AT1G04770
AT4G01250
AT4G03420
AT3G10260
AT4G13190
AT2G23000
AT4G01540
AT5G07025
AT2G30360
AT5G01100
AT3G02545
AT3G08990
AT2G46640
AT1G23070
AT5G08135
AT5G65870
AT1G60260
AT1G58200
AT2G30362
AT1G61890
AT2G41105
AT1G09210
AT1G28230
AT2G41100
AT5G20900
AT1G74430
AT3G16720
AT5G05140
AT2G46510
AT1G70920
AT1G72920
AT5G14120
AT5G57630
AT2G24600
AT4G30250
AT5G39610
AT3G02755
AT3G20380
AT1G20350
AT1G23840
AT1G45616
AT5G23010
AT3G27970
AT2G32990
AT2G32830
AT1G11580
AT1G74450
AT2G11810
AT1G31710
AT1G56340
AT1G74440
AT4G36990
AT1G77510
AT3G47420
AT3G59700
AT4G16000
AT1G01560
AT1G28570
AT1G73500
AT3G20960
AT1G14370
AT2G16660
AT1G45201
AT2G34220
AT4G20110
AT4G08170
AT5G16690
AT1G78490
AT1G72280
AT1G09457
AT1G03987
AT1G70140
AT1G07050
AT3G19660
AT4G38810
AT5G03630
AT4G21990
AT3G56400
AT2G29450
AT3G55290
AT2G08475
AT4G18510
AT5G54490
AT4G04760
AT3G25882
AT1G73480
AT3G60130
AT3G19500
AT1G34420
AT5G08790
AT2G26560
AT3G62600
AT5G43380
AT1G02660
AT2G47190
AT5G02155
AT5G53660
AT3G44720
AT2G27230
AT4G35060
AT3G18290
AT3G12520
AT1G69360
AT3G15270
AT1G69890
AT5G13740
AT4G13110
AT3G20440
AT1G65390
AT1G33260
AT2G46100
AT3G16400
AT5G14700
AT2G25000
AT3G24982
AT1G30220
AT1G28050
AT4G09560
AT3G05165
AT4G18360
AT3G08720
AT1G42990
AT2G25110
AT3G15990
AT2G46430
AT5G44720
AT5G37770
AT2G31880
AT5G54860
AT5G10760
AT3G56200
AT5G38280
AT1G25560
AT1G56120
AT4G15690
AT1G28600
AT2G00340
AT2G39650
AT2G08860
AT2G15960
AT3G44300
AT4G16760
AT1G21250
AT2G24550
AT4G18010
AT4G27852
AT1G58270
AT4G16370
AT3G20390
AT1G19300
AT3G48080
AT3G51090
AT5G50460
AT2G29710
AT5G55120
AT3G49320
AT1G09070
AT1G65486
AT4G03985
AT3G25610
AT1G05783
AT5G21940
AT3G23120
AT3G15510
AT1G67855
AT5G16410
AT2G15080
AT1G54030
AT1G65860
AT5G16370
AT4G21570
AT5G13800
AT1G28190
AT5G13200
AT3G55940
AT1G13280
AT2G28400
ath-miR398b-3p
AT1G22570
AT2G23340
AT1G72450
AT3G15210
AT5G08840
AT3G60160
AT3G22160
AT5G64660
AT3G08770
AT3G21781
AT3G21780
AT3G13310
AT2G47670
AT4G39950
AT4G27850
AT1G14520
AT3G28930
AT2G39770
AT4G18170
AT2G46270
AT5G49480
AT3G05936
AT5G64310
AT5G03160
AT1G72940
AT5G14545
AT1G24625
AT2G16720
AT4G12080
AT3G15790
AT1G67856
AT1G04760
AT5G66590
AT5G33290
AT2G47780
AT5G08275
AT2G35550
AT2G47470
AT3G09830
AT3G44798
AT3G06890
AT2G05260
AT4G25433
AT5G60300
AT4G36500
AT4G02380
AT1G07563
AT5G15240
AT4G27657
AT5G09420
AT1G13340
AT5G02260
AT3G09520
AT5G42050
AT3G05120
AT4G04125
AT5G64260
AT3G58710
AT3G14870
AT2G20340
AT1G61560
AT3G51960
AT1G18740
AT2G25450
AT3G56880
AT4G26850
AT3G49530
AT1G70290
AT1G09925
AT5G06750
AT1G69790
AT4G16660
AT3G49120
AT5G06865
AT5G06860
AT3G07835
AT3G25290
AT1G72900
AT5G07660
AT1G05620
AT3G11580
AT1G65500
AT2G30250
AT1G74420
AT3G32980
AT5G24390
AT1G49530
AT2G46940
AT5G17300
AT2G45510
AT4G04610
ath-miR398b-5p
AT5G16340
AT1G04427
AT3G02150
AT3G52770
AT1G69370
AT1G70800
AT3G57530
AT3G03910
AT2G23320
AT1G70820
AT5G09160
AT3G07350
AT1G80120
AT2G39240
AT3G59080
AT1G80610
AT3G07650
AT1G32700
AT3G47750
AT3G47960
AT2G07662
AT3G62010
AT5G45850
AT5G45990
AT3G14550
AT5G58690
AT5G59780
AT5G50950
AT4G10960
AT1G52710
AT4G37190
AT1G34210
AT5G14200
AT2G28305
AT2G46400
AT5G40780
AT2G14750
AT4G36010
AT1G67865
AT2G30820
AT1G73040
AT1G49520
AT3G19100
AT1G63440
AT5G44820
AT4G20830
AT5G45110
AT3G47840
AT3G46600
AT1G23100
AT1G17340
AT4G20835
AT1G43980
AT2G34240
AT5G07700
AT2G25510
AT2G26740
AT3G11010
AT5G19240
AT5G55450
AT3G14900
AT1G78370
AT1G18320
AT4G27070
AT5G58710
AT2G16890
AT1G77405
AT3G07760
AT2G48090
AT1G57990
AT3G17860
AT1G27350
AT5G52570
AT5G44005
AT5G60142
ath-miR2936
AT3G21460
AT3G06550
AT5G35735
AT5G12420
AT4G15260
AT5G11810
AT3G01180
AT5G46710
AT5G50360
AT1G69870
AT4G12030
AT1G65110
AT3G48830
AT5G60900
AT5G39790
AT1G61065
AT1G52430
AT5G04895
AT1G05043
AT5G13750
AT4G28330
AT2G04032
AT4G26055
AT5G05590
AT3G51430
AT5G41620
AT1G53580
AT5G65140
AT2G41475
AT4G33700
AT4G26060
AT1G61562
AT4G34150
AT1G54050
AT3G56620
AT5G18490
AT5G49410
AT2G39020
AT1G05933
AT3G14720
AT1G71100
AT1G14040
AT1G14230
AT5G24530
AT1G11220
AT4G18880
AT4G14420
AT4G21326
AT3G27210
AT1G56430
AT2G04400
AT4G33050
AT5G58670
AT4G16750
AT1G62540
AT3G13770
AT1G27770
AT3G05380
AT5G04080
AT5G26340
AT1G69310
AT1G28580
AT5G63490
AT4G19230
AT3G26090
AT3G50420
AT5G59732
AT5G59730
AT1G30530
AT2G28510
AT5G22788
AT5G46350
AT2G26750
AT5G65020
AT5G54610
AT2G30100
AT1G73540
AT5G07460
AT4G39890
AT1G14010
AT3G59880
AT5G25980
AT1G05257
AT1G31820
AT1G29310
AT3G54960
AT1G70830
AT5G57910
AT5G43745
AT2G41010
AT1G09500
AT1G27290
AT1G24148
AT1G25220
AT2G26190
AT4G04810
AT5G25930
AT2G03380
AT1G33610
AT2G22500
AT5G66070
AT1G66920
